78.921	86.299	65.848	106.751	
87.137	82.779	70.005	95.553	
78.242	81.875	72.305	91.445	
89.492	81.642	72.468	90.817	
75.195	81.583	72.386	90.779	
84.077	81.567	72.346	90.789	
NaN	90.126	76.387	103.866	
NaN	90.613	84.251	96.975	
NaN	89.025	83.489	94.561	
NaN	86.905	79.784	94.025	
NaN	84.647	76.238	93.057	
NaN	82.355	72.84	91.87	
